19209670 2 
19328969 3 
24060447 4 
25060542 1 
26875533 2 
26966932 3 
27375031 4 
29375120 1 
33608201 2 
33689701 3 
36621187 4 
37621282 1 
39308273 2 
39387373 3 
45354246 4 
46354340 1 
47948132 2 
48037432 3 
51960313 4 
52960407 1 
54582600 2 
54671202 3 
55683696 4 
56683790 1 
61538166 2 
61616966 3 
64810253 4 
66810341 1 
68619732 2 
68703832 3 
69970626 4 
71970718 1 
74147106 2 
74234505 3 
80106177 4 
82106267 1 
83805261 2 
83885659 3 
93376614 4 
95376703 1 
98216690 2 
98318289 3 
101389276 4 
103389365 1 
104999458 2 
105085157 3 
107513146 4 
108513240 1 
110125934 2 
110218732 3 
116222403 4 
118222493 1 
119858485 2 
119953885 3 
125230161 4 
127230249 1 
129101340 2 
129200940 3 
140477886 4 
142477975 1 
144277967 2 
144368766 3 
162338680 4 
164338769 1 
165938261 2 
166017361 3 
217278012 4 
219278100 1 
223187081 2 
223262081 3 
253857331 4 
254857426 1 
261747092 2 
261835594 3 
267856863 4 
269856953 1 
271497445 2 
271582745 3 
273153537 4 
274153632 1 
277283217 2 
277360416 3 
297401417 4 
299401508 1 
301426697 2 
301513297 3 
344433585 4 
345433680 1 
347123971 2 
347211671 3 
353630140 4 
355630229 1 
357221723 2 
357326923 3 
366219678 4 
367219773 1 
372016748 2 
372097648 3 
377660222 4 
379660311 1 
381553902 2 
381660802 3 
388894665 4 
390894755 1 
392618447 2 
392724046 3 
401780402 4 
402780496 1 
404573988 2 
404678488 3 
407322975 4 
409323064 1 
411368453 2 
411477254 3 
423666794 4 
424666888 1 
428900766 2 
428992366 3 
432682348 4 
434682438 1 
437889522 2 
437995422 3 
439635715 4 
440635808 1 
442488699 2 
442588998 3 
443806893 4 
445806982 1 
452033751 2 
452144052 3 
455247436 4 
456247530 1 
461894803 2 
461990203 3 
484531390 4 
486531479 1 
489266365 2 
489375465 3 
495459435 4 
497459526 1 
499203716 2 
499306616 3 
503280996 4 
504281090 1 
505913583 2 
506008482 3 
509351366 4 
511351455 1 
513072046 2 
513179248 3 
520684009 4 
521684103 1 
523723793 2 
523825493 3 
526507680 4 
527507774 1 
529366166 2 
529475165 3 
534016542 4 
536016631 1 
538713618 2 
538830318 3 
542074401 4 
544074490 1 
545745283 2 
545841083 3 
548616769 4 
550616858 1 
552923446 2 
553019946 3 
555182035 4 
556182129 1 
558992316 2 
559089716 3 
561579303 4 
562579398 1 
564167992 2 
564271290 3 
568213471 4 
569213565 1 
570828857 2 
570925056 3 
574180141 4 
575180234 1 
581695603 2 
581807403 3 
585843481 4 
586843576 1 
590066560 2 
590173360 3 
596783127 4 
598783216 1 
600656907 2 
600756607 3 
603079896 4 
604079990 1 
605799281 2 
605906181 3 
607817271 4 
609817361 1 
611574553 2 
611672852 3 
615619932 4 
617620021 1 
619220814 2 
619323813 3 
623665692 4 
625665780 1 
627284773 2 
627386773 3 
632133248 4 
634133339 1 
636342327 2 
636437827 3 
638739916 4 
639740010 1 
641441001 2 
641539401 3 
643639091 4 
644639185 1 
646323877 2 
646420977 3 
648916964 4 
649917059 1 
653778440 2 
653886839 3 
668272866 4 
670272956 1 
671927548 2 
672039048 3 
675123833 4 
676123926 1 
678054416 2 
678153717 3 
685779778 4 
687779869 1 
689352760 2 
689453060 3 
699610608 4 
701610699 1 
703446489 2 
703548689 3 
709360561 4 
710360653 1 
712251045 2 
712354744 3 
716249725 4 
718249814 1 
720156805 2 
720253704 3 
726012476 4 
728012566 1 
729638256 2 
729732857 3 
739337009 4 
741337097 1 
744240082 2 
744336583 3 
752231443 4 
753231537 1 
754870030 2 
754970829 3 
761890294 4 
763890383 1 
765626474 2 
765734075 3 
768254562 4 
769254656 1 
770848548 2 
770947647 3 
772356341 4 
774356430 1 
776004721 2 
776106321 3 
782193491 4 
784193580 1 
786264770 2 
786365470 3 
788083161 4 
790083250 1 
791915541 2 
792016141 3 
796636819 4 
798636907 1 
800441998 2 
800547197 3 
804377179 4 
805377272 1 
811017444 2 
811113446 3 
821694990 4 
822695084 1 
824444576 2 
824551976 3 
828424756 4 
830424845 1 
832113837 2 
832214936 3 
835179824 4 
837179911 1 
839047402 2 
839149703 3 
851744439 4 
852744532 1 
854577223 2 
854680523 3 
863739377 4 
864739471 1 
868949551 2 
869047251 3 
875719616 4 
877719706 1 
881595985 2 
881698786 3 
886079463 4 
887079557 1 
888677449 2 
888780549 3 
893271627 4 
895271715 1 
897126807 2 
897231607 3 
899887793 4 
901887883 1 
903503074 2 
903594274 3 
910037141 4 
911037235 1 
912786428 2 
912880427 3 
916508409 4 
918508497 1 
920250689 2 
920347288 3 
930154938 4 
932155028 1 
933949419 2 
934046920 3 
935417012 4 
937417102 1 
939077993 2 
939177493 3 
943659071 4 
945659160 1 
947293852 2 
947396451 3 
951344833 4 
953344920 1 
955194512 2 
955299410 3 
958317195 4 
959317289 1 
963556770 2 
963666368 3 
972101425 4 
974101514 1 
976989799 2 
977098000 3 
997652896 4 
998652989 1 
1001257376 2 
1001361876 3 
1004487760 4 
1005487855 1 
1011189625 2 
1011296027 3 
1013123617 4 
1015123705 1 
1016784896 2 
1016878697 3 
1018305690 4 
1019305784 1 
1021732072 2 
1021808272 3 
1024862357 4 
1026862447 1 
1028633136 2 
1028711035 3 
1029935330 4 
1030935426 1 
1033612411 2 
1033692611 3 
1036374797 4 
1038374887 1 
1040072978 2 
1040159378 3 
1040506478 4 
1042506565 1 
1044216357 2 
1044293957 3 
1056700993 4 
1058701082 1 
1060423174 2 
1060513774 3 
1062993462 4 
1063993555 1 
1065793046 2 
1065875447 3 
1076689992 4 
1077690086 1 
1079264478 2 
1079342077 3 
1080973769 4 
1081973863 1 
1083545755 2 
1083627555 3 
1094994798 4 
1095994892 1 
1097763583 2 
1097842182 3 
1098958377 4 
1100958467 1 
1103729951 2 
1103804952 3 
1106459239 4 
1108459328 1 
1110046120 2 
1110123720 3 
1112021111 4 
1114021200 1 
1115585491 2 
1115658292 3 
1123555352 4 
1125555441 1 
1128426726 2 
1128505826 3 
1134910193 4 
1135910287 1 
1137624079 2 
1137707879 3 
1141812258 4 
1142812351 1 
1144477243 2 
1144561743 3 
1145087041 4 
1147087130 1 
1149289319 2 
1149376319 3 
1152104406 4 
1154104494 1 
1155772786 2 
1155859085 3 
1160310863 4 
1162310952 1 
1163867245 2 
1163938044 3 
1165044439 4 
1166044535 1 
1167747925 2 
1167823424 3 
1168576720 4 
1170576810 1 
1173552095 2 
1173622195 3 
1178537170 4 
1180537260 1 
1182155850 2 
1182241150 3 
1186189032 4 
1188189119 1 
1189771611 2 
1189856111 3 
1192092599 4 
1193092694 1 
1194895385 2 
1194973686 3 
1200194659 4 
