0.5,-12.93522,2022-11-28T10:21:38.9365760+00:00
0.5,-12.17437,2022-11-28T10:21:40.0867840+00:00
0.5,-11.41351,2022-11-28T10:21:40.1034624+00:00
0.5,-8.370092,2022-11-28T10:21:40.1201280+00:00
0.5,-6.087529,2022-11-28T10:21:40.1368064+00:00
0.5,-3.804965,2022-11-28T10:21:40.1534592+00:00
0.5,-3.044111,2022-11-28T10:21:40.1868160+00:00
0.5,-1.522402,2022-11-28T10:21:40.2868224+00:00
0,-1.522402,2022-11-28T10:21:41.3037696+00:00
0,-35,2022-11-28T10:21:42.9039616+00:00
0.5,-35,2022-11-28T10:21:42.9040640+00:00
0.5,-35,2022-11-28T10:21:42.9876608+00:00
0.5,-35,2022-11-28T10:21:42.9876736+00:00
0.5,-34.23915,2022-11-28T10:21:45.4710144+00:00
0.5,-32.71744,2022-11-28T10:21:45.5043456+00:00
0.5,-30.43487,2022-11-28T10:21:45.5210240+00:00
0.5,-27.39145,2022-11-28T10:21:45.5377024+00:00
0.5,-23.58718,2022-11-28T10:21:45.5543680+00:00
0.5,-21.30462,2022-11-28T10:21:45.5710336+00:00
0.5,-20.54376,2022-11-28T10:21:45.5876992+00:00
0.5,-19.78291,2022-11-28T10:21:46.7545728+00:00
0.5,-19.02205,2022-11-28T10:21:46.7879168+00:00
0.5,-18.2612,2022-11-28T10:21:46.8045824+00:00
0.5,-17.50035,2022-11-28T10:21:46.8212480+00:00
0.5,-16.73949,2022-11-28T10:21:46.8379136+00:00
0.5,-14.45693,2022-11-28T10:21:46.8545792+00:00
0.5,-10.65266,2022-11-28T10:21:46.8712576+00:00
0.5,-6.087529,2022-11-28T10:21:46.8879232+00:00
0,-6.087529,2022-11-28T10:21:47.9215488+00:00
0,-35,2022-11-28T10:21:49.5384064+00:00
1,-35,2022-11-28T10:21:49.5385088+00:00
1,-34.23915,2022-11-28T10:21:49.6221312+00:00
1,-35,2022-11-28T10:21:49.6221568+00:00
1,-34.23915,2022-11-28T10:21:49.6383872+00:00
1,-33.47829,2022-11-28T10:21:49.6884096+00:00
1,-32.71744,2022-11-28T10:21:50.2551936+00:00
1,-31.95658,2022-11-28T10:21:50.2718592+00:00
1,-31.19573,2022-11-28T10:21:50.2885248+00:00
1,-30.43487,2022-11-28T10:21:50.3052032+00:00
1,-29.67402,2022-11-28T10:21:50.3218688+00:00
1,-28.15231,2022-11-28T10:21:50.3385344+00:00
1,-26.6306,2022-11-28T10:21:50.3552000+00:00
1,-25.10889,2022-11-28T10:21:50.3718912+00:00
1,-23.58718,2022-11-28T10:21:50.3885440+00:00
1,-22.06547,2022-11-28T10:21:50.4052096+00:00
1,-21.30462,2022-11-28T10:21:50.4218880+00:00
1,-20.54376,2022-11-28T10:21:50.4385536+00:00
1,-19.02205,2022-11-28T10:21:50.5385856+00:00
1,-17.50035,2022-11-28T10:21:50.5552384+00:00
1,-13.69607,2022-11-28T10:21:50.5719168+00:00
1,-9.891801,2022-11-28T10:21:50.5885696+00:00
1,-6.087529,2022-11-28T10:21:50.6052480+00:00
1,-1.522402,2022-11-28T10:21:50.6219392+00:00
0,-1.522402,2022-11-28T10:21:51.6388864+00:00
0,35,2022-11-28T10:21:56.4896768+00:00
0.5,35,2022-11-28T10:21:56.4897792+00:00
0.5,35.76085,2022-11-28T10:21:56.5734656+00:00
0.5,35,2022-11-28T10:21:56.5735040+00:00
0.5,35.76085,2022-11-28T10:21:57.2564352+00:00
0.5,37.28256,2022-11-28T10:21:57.2731008+00:00
0.5,39.56513,2022-11-28T10:21:57.2897664+00:00
0.5,41.08684,2022-11-28T10:21:57.3064320+00:00
0.5,41.84769,2022-11-28T10:21:57.3231104+00:00
0.5,42.60854,2022-11-28T10:21:57.9732608+00:00
0.5,44.13025,2022-11-28T10:21:58.0066048+00:00
0.5,44.89111,2022-11-28T10:21:58.0399360+00:00
0.5,45.65196,2022-11-28T10:21:59.6735616+00:00
0.5,48.69538,2022-11-28T10:21:59.6902144+00:00
0.5,52.49965,2022-11-28T10:21:59.7068928+00:00
0.5,57.82563,2022-11-28T10:21:59.7235584+00:00
0.5,64.67332,2022-11-28T10:21:59.7402240+00:00
0,64.67332,2022-11-28T10:22:01.7573248+00:00
0,35,2022-11-28T10:22:03.5742336+00:00
0.5,35,2022-11-28T10:22:03.5743360+00:00
0.5,35,2022-11-28T10:22:03.6579456+00:00
0.5,35,2022-11-28T10:22:03.6579712+00:00
0.5,36.52171,2022-11-28T10:22:04.4576768+00:00
0.5,38.04342,2022-11-28T10:22:04.4743424+00:00
0.5,40.32598,2022-11-28T10:22:04.4910208+00:00
0.5,42.60854,2022-11-28T10:22:04.5076864+00:00
0.5,43.3694,2022-11-28T10:22:04.5243520+00:00
0.5,44.13025,2022-11-28T10:22:04.7910656+00:00
0.5,44.89111,2022-11-28T10:22:04.8077312+00:00
0.5,47.17367,2022-11-28T10:22:04.8243968+00:00
0.5,50.21709,2022-11-28T10:22:04.8410752+00:00
0.5,54.02136,2022-11-28T10:22:04.8577408+00:00
0.5,58.58649,2022-11-28T10:22:04.8744064+00:00
0.5,63.15162,2022-11-28T10:22:04.8910848+00:00
0.5,67.71674,2022-11-28T10:22:04.9077504+00:00
0,67.71674,2022-11-28T10:22:06.9248640+00:00
0,35,2022-11-28T10:22:09.1085056+00:00
0.5,35,2022-11-28T10:22:09.1086208+00:00
0.5,35,2022-11-28T10:22:09.1922048+00:00
0.5,35,2022-11-28T10:22:09.1922304+00:00
0.5,35.76085,2022-11-28T10:22:09.4085120+00:00
0.5,37.28256,2022-11-28T10:22:09.4251904+00:00
0.5,38.80427,2022-11-28T10:22:09.4418560+00:00
0.5,40.32598,2022-11-28T10:22:09.4585216+00:00
0.5,41.84769,2022-11-28T10:22:09.4751872+00:00
0.5,43.3694,2022-11-28T10:22:09.4918656+00:00
0.5,44.89111,2022-11-28T10:22:09.5085312+00:00
0.5,46.41282,2022-11-28T10:22:09.5251968+00:00
0.5,47.17367,2022-11-28T10:22:09.5418624+00:00
0.5,48.69538,2022-11-28T10:22:09.5585280+00:00
0.5,49.45623,2022-11-28T10:22:09.5752064+00:00
0.5,47.93453,2022-11-28T10:22:14.2426880+00:00
0.5,45.65196,2022-11-28T10:22:14.2593408+00:00
0.5,40.32598,2022-11-28T10:22:14.2760064+00:00
0.5,34.23915,2022-11-28T10:22:14.2926720+00:00
0.5,28.15231,2022-11-28T10:22:14.3093376+00:00
0.5,22.82633,2022-11-28T10:22:14.3260160+00:00
0.5,18.2612,2022-11-28T10:22:14.3426816+00:00
0.5,15.97864,2022-11-28T10:22:14.3593472+00:00
0.5,13.69607,2022-11-28T10:22:14.3760256+00:00
0.5,12.93522,2022-11-28T10:22:14.3926912+00:00
0.5,12.17437,2022-11-28T10:22:14.4093696+00:00
0.5,11.41351,2022-11-28T10:22:14.5093760+00:00
0.5,10.65266,2022-11-28T10:22:14.5260544+00:00
0.5,9.891801,2022-11-28T10:22:14.5427200+00:00
0.5,11.41351,2022-11-28T10:22:14.6594048+00:00
0.5,12.93522,2022-11-28T10:22:14.6760704+00:00
0.5,16.73949,2022-11-28T10:22:14.6927488+00:00
0.5,21.30462,2022-11-28T10:22:14.7094144+00:00
0.5,25.10889,2022-11-28T10:22:14.7260800+00:00
0.5,27.39145,2022-11-28T10:22:14.7427456+00:00
0.5,28.91316,2022-11-28T10:22:14.7594240+00:00
0.5,29.67402,2022-11-28T10:22:14.7927680+00:00
0.5,30.43487,2022-11-28T10:22:14.8094336+00:00
0.5,33.47829,2022-11-28T10:22:14.8260992+00:00
0.5,38.04342,2022-11-28T10:22:14.8427648+00:00
0.5,41.84769,2022-11-28T10:22:14.8594432+00:00
0.5,45.65196,2022-11-28T10:22:14.8761088+00:00
0.5,47.93453,2022-11-28T10:22:14.8927744+00:00
0.5,49.45623,2022-11-28T10:22:14.9761152+00:00
0.5,50.97794,2022-11-28T10:22:14.9927936+00:00
0.5,54.78222,2022-11-28T10:22:15.0094592+00:00
0.5,60.1082,2022-11-28T10:22:15.0261376+00:00
0.5,66.19504,2022-11-28T10:22:15.0427904+00:00
0,66.19504,2022-11-28T10:22:17.0599168+00:00
0,35,2022-11-28T10:22:18.7601280+00:00
0.5,35,2022-11-28T10:22:18.7602304+00:00
0.5,35,2022-11-28T10:22:18.8438272+00:00
0.5,35,2022-11-28T10:22:18.8438400+00:00
0.5,34.23915,2022-11-28T10:22:19.5602176+00:00
0.5,33.47829,2022-11-28T10:22:19.5768960+00:00
0.5,32.71744,2022-11-28T10:22:19.5935616+00:00
0.5,31.95658,2022-11-28T10:22:19.6102400+00:00
0.5,32.71744,2022-11-28T10:22:19.6435712+00:00
0.5,34.23915,2022-11-28T10:22:19.6602368+00:00
0.5,35,2022-11-28T10:22:19.6769024+00:00
0.5,36.52171,2022-11-28T10:22:19.6935808+00:00
0.5,37.28256,2022-11-28T10:22:19.7102464+00:00
0.5,38.04342,2022-11-28T10:22:19.7435904+00:00
0.5,37.28256,2022-11-28T10:22:22.2440064+00:00
0.5,38.04342,2022-11-28T10:22:22.3273472+00:00
0.5,38.80427,2022-11-28T10:22:23.0441344+00:00
0.5,39.56513,2022-11-28T10:22:27.3948544+00:00
0.5,40.32598,2022-11-28T10:22:28.0282880+00:00
0.5,41.84769,2022-11-28T10:22:28.0616320+00:00
0.5,44.13025,2022-11-28T10:22:28.0782976+00:00
0.5,46.41282,2022-11-28T10:22:28.0949632+00:00
0.5,50.21709,2022-11-28T10:22:28.1116416+00:00
0.5,54.02136,2022-11-28T10:22:28.1283072+00:00
0.5,57.06478,2022-11-28T10:22:28.1449728+00:00
0.5,59.34734,2022-11-28T10:22:28.1616384+00:00
0.5,60.86905,2022-11-28T10:22:28.1783168+00:00
0.5,61.62991,2022-11-28T10:22:28.2783232+00:00
0.5,63.91247,2022-11-28T10:22:28.2949888+00:00
0.5,66.95589,2022-11-28T10:22:28.3116672+00:00
0.5,69.99931,2022-11-28T10:22:28.3283328+00:00
0,69.99931,2022-11-28T10:22:30.3454464+00:00
0,35,2022-11-28T10:22:33.1791616+00:00
0.5,35,2022-11-28T10:22:33.1792768+00:00
0.5,35,2022-11-28T10:22:33.2795520+00:00
0.5,35,2022-11-28T10:22:33.2795648+00:00
0.5,34.23915,2022-11-28T10:22:33.7625600+00:00
0.5,33.47829,2022-11-28T10:22:33.7792384+00:00
0.5,32.71744,2022-11-28T10:22:33.7959040+00:00
0.5,33.47829,2022-11-28T10:22:33.8459008+00:00
0.5,34.23915,2022-11-28T10:22:33.8625664+00:00
0.5,35,2022-11-28T10:22:33.8792832+00:00
0.5,36.52171,2022-11-28T10:22:33.8959104+00:00
0.5,37.28256,2022-11-28T10:22:33.9125888+00:00
0.5,38.04342,2022-11-28T10:22:33.9292544+00:00
0.5,38.80427,2022-11-28T10:22:33.9625984+00:00
0.5,38.04342,2022-11-28T10:22:36.1629568+00:00
0.5,37.28256,2022-11-28T10:22:36.1797248+00:00
0.5,36.52171,2022-11-28T10:22:36.2131200+00:00
0.5,37.28256,2022-11-28T10:22:36.2296320+00:00
0.5,39.56513,2022-11-28T10:22:36.2464128+00:00
0.5,42.60854,2022-11-28T10:22:36.2629632+00:00
0.5,47.17367,2022-11-28T10:22:36.2796416+00:00
0.5,52.49965,2022-11-28T10:22:36.2963072+00:00
0.5,58.58649,2022-11-28T10:22:36.3129728+00:00
0.5,65.43418,2022-11-28T10:22:36.3296512+00:00
0,65.43418,2022-11-28T10:22:38.3467520+00:00
0,35,2022-11-28T10:22:39.9636224+00:00
0.5,35,2022-11-28T10:22:39.9637248+00:00
0.5,32.71744,2022-11-28T10:22:40.0473216+00:00
0.5,35,2022-11-28T10:22:40.0473344+00:00
0.5,35.76085,2022-11-28T10:22:40.3969792+00:00
0.5,35,2022-11-28T10:22:40.5136768+00:00
0.5,34.23915,2022-11-28T10:22:40.7303936+00:00
0.5,33.47829,2022-11-28T10:22:40.9304320+00:00
0.5,32.71744,2022-11-28T10:22:40.9637760+00:00
0.5,31.95658,2022-11-28T10:22:41.2639104+00:00
0.5,31.19573,2022-11-28T10:22:41.5138432+00:00
0.5,31.95658,2022-11-28T10:22:41.6472064+00:00
0.5,31.19573,2022-11-28T10:22:41.8305664+00:00
0.5,30.43487,2022-11-28T10:22:42.2639616+00:00
0.5,29.67402,2022-11-28T10:22:42.2806400+00:00
0.5,28.91316,2022-11-28T10:22:42.3139840+00:00
0.5,28.15231,2022-11-28T10:22:42.3306496+00:00
0.5,27.39145,2022-11-28T10:22:42.3473152+00:00
0.5,26.6306,2022-11-28T10:22:42.3806592+00:00
0.5,24.34804,2022-11-28T10:22:42.3973248+00:00
0.5,21.30462,2022-11-28T10:22:42.4139904+00:00
0.5,15.97864,2022-11-28T10:22:42.4306560+00:00
0.5,8.370092,2022-11-28T10:22:42.4473344+00:00
0.5,0.7615472,2022-11-28T10:22:42.4640000+00:00
0,0.7615472,2022-11-28T10:22:43.4809344+00:00
0,35,2022-11-28T10:22:45.0978176+00:00
0.5,35,2022-11-28T10:22:45.0979200+00:00
0.5,35,2022-11-28T10:22:45.1815168+00:00
0.5,35,2022-11-28T10:22:45.1815296+00:00
0.5,34.23915,2022-11-28T10:22:46.4313344+00:00
0.5,33.47829,2022-11-28T10:22:47.9649152+00:00
0.5,32.71744,2022-11-28T10:22:47.9982848+00:00
0.5,31.95658,2022-11-28T10:22:48.0816000+00:00
0.5,31.19573,2022-11-28T10:22:48.0982912+00:00
0.5,30.43487,2022-11-28T10:22:48.1149568+00:00
0.5,28.91316,2022-11-28T10:22:48.1316096+00:00
0.5,28.15231,2022-11-28T10:22:48.1482880+00:00
0.5,27.39145,2022-11-28T10:22:48.1649536+00:00
0.5,26.6306,2022-11-28T10:22:48.2983296+00:00
0.5,25.86975,2022-11-28T10:22:48.5483520+00:00
0.5,25.10889,2022-11-28T10:22:48.5816832+00:00
0.5,24.34804,2022-11-28T10:22:48.7150336+00:00
0.5,23.58718,2022-11-28T10:22:48.8483968+00:00
0.5,22.82633,2022-11-28T10:22:48.8650624+00:00
0.5,22.06547,2022-11-28T10:22:48.8817280+00:00
0.5,21.30462,2022-11-28T10:22:48.9150848+00:00
0.5,20.54376,2022-11-28T10:22:49.0150912+00:00
0.5,21.30462,2022-11-28T10:22:50.0152704+00:00
0.5,22.06547,2022-11-28T10:22:50.0486016+00:00
0.5,23.58718,2022-11-28T10:22:50.0652544+00:00
0.5,24.34804,2022-11-28T10:22:50.0819328+00:00
0.5,25.86975,2022-11-28T10:22:50.0985984+00:00
0.5,26.6306,2022-11-28T10:22:50.1319424+00:00
0.5,25.86975,2022-11-28T10:22:50.1986176+00:00
0.5,26.6306,2022-11-28T10:22:50.2486656+00:00
0.5,27.39145,2022-11-28T10:22:50.2652928+00:00
0.5,28.15231,2022-11-28T10:22:50.2819712+00:00
0.5,28.91316,2022-11-28T10:22:50.3653120+00:00
0.5,31.19573,2022-11-28T10:22:50.3819776+00:00
0.5,34.23915,2022-11-28T10:22:50.3986432+00:00
0.5,38.80427,2022-11-28T10:22:50.4153216+00:00
0.5,44.13025,2022-11-28T10:22:50.4319872+00:00
0.5,48.69538,2022-11-28T10:22:50.4486656+00:00
0.5,51.7388,2022-11-28T10:22:50.4653184+00:00
0.5,52.49965,2022-11-28T10:22:50.4819968+00:00
0.5,53.26051,2022-11-28T10:22:50.5486848+00:00
0.5,54.02136,2022-11-28T10:22:50.5653376+00:00
0.5,56.30392,2022-11-28T10:22:50.5820160+00:00
0.5,58.58649,2022-11-28T10:22:50.5987456+00:00
0.5,61.62991,2022-11-28T10:22:50.6153600+00:00
0.5,63.91247,2022-11-28T10:22:50.6321920+00:00
0.5,66.19504,2022-11-28T10:22:50.6487040+00:00
0.5,66.95589,2022-11-28T10:22:51.0487808+00:00
0.5,67.71674,2022-11-28T10:22:51.0654592+00:00
0.5,68.4776,2022-11-28T10:22:51.0820992+00:00
0.5,69.23845,2022-11-28T10:22:51.1655680+00:00
0,69.23845,2022-11-28T10:22:53.1825536+00:00
0,35,2022-11-28T10:22:54.8327808+00:00
0.5,35,2022-11-28T10:22:54.8328704+00:00
0.5,35,2022-11-28T10:22:54.9164800+00:00
0.5,35,2022-11-28T10:22:54.9164928+00:00
0.5,36.52171,2022-11-28T10:22:59.5501952+00:00
0.5,38.80427,2022-11-28T10:22:59.5668608+00:00
0.5,41.08684,2022-11-28T10:22:59.5835392+00:00
0.5,42.60854,2022-11-28T10:22:59.6002048+00:00
0.5,43.3694,2022-11-28T10:23:00.0336128+00:00
0.5,44.13025,2022-11-28T10:23:00.0502784+00:00
0.5,46.41282,2022-11-28T10:23:00.0669440+00:00
0.5,47.17367,2022-11-28T10:23:00.0836480+00:00
0.5,47.93453,2022-11-28T10:23:00.1002880+00:00
0.5,48.69538,2022-11-28T10:23:00.1169664+00:00
0.5,50.21709,2022-11-28T10:23:00.1336192+00:00
0.5,54.02136,2022-11-28T10:23:00.1502976+00:00
0.5,60.1082,2022-11-28T10:23:00.1669632+00:00
0.5,68.4776,2022-11-28T10:23:00.1836416+00:00
0,68.4776,2022-11-28T10:23:02.2008192+00:00
0,35,2022-11-28T10:23:04.0677120+00:00
0.5,35,2022-11-28T10:23:04.0678144+00:00
0.5,34.23915,2022-11-28T10:23:04.1680896+00:00
0.5,35,2022-11-28T10:23:04.1681152+00:00
0.5,35.76085,2022-11-28T10:23:04.3343872+00:00
0.5,36.52171,2022-11-28T10:23:04.6677888+00:00
0.5,35.76085,2022-11-28T10:23:04.7344640+00:00
0.5,35,2022-11-28T10:23:04.7511296+00:00
0.5,34.23915,2022-11-28T10:23:04.7678080+00:00
0.5,32.71744,2022-11-28T10:23:04.7844736+00:00
0.5,31.19573,2022-11-28T10:23:04.8011392+00:00
0.5,32.71744,2022-11-28T10:23:04.8511488+00:00
0.5,34.23915,2022-11-28T10:23:04.8678144+00:00
0.5,36.52171,2022-11-28T10:23:04.8844800+00:00
0.5,38.04342,2022-11-28T10:23:04.9011584+00:00
0.5,39.56513,2022-11-28T10:23:04.9178240+00:00
0.5,40.32598,2022-11-28T10:23:04.9344896+00:00
0.5,41.08684,2022-11-28T10:23:04.9511680+00:00
0.5,40.32598,2022-11-28T10:23:05.0011776+00:00
0.5,39.56513,2022-11-28T10:23:05.0178432+00:00
0.5,38.04342,2022-11-28T10:23:05.0345088+00:00
0.5,37.28256,2022-11-28T10:23:05.0678528+00:00
0.5,38.04342,2022-11-28T10:23:05.1178624+00:00
0.5,38.80427,2022-11-28T10:23:05.1511936+00:00
0.5,39.56513,2022-11-28T10:23:05.2845568+00:00
0.5,40.32598,2022-11-28T10:23:05.3512320+00:00
0.5,41.08684,2022-11-28T10:23:05.4345856+00:00
0.5,41.84769,2022-11-28T10:23:05.8013056+00:00
0.5,41.08684,2022-11-28T10:23:06.0013312+00:00
0.5,40.32598,2022-11-28T10:23:06.0180864+00:00
0.5,38.80427,2022-11-28T10:23:06.0346752+00:00
0.5,36.52171,2022-11-28T10:23:06.0513920+00:00
0.5,35,2022-11-28T10:23:06.0680064+00:00
0.5,34.23915,2022-11-28T10:23:06.0847872+00:00
0.5,35,2022-11-28T10:23:06.1181440+00:00
0.5,36.52171,2022-11-28T10:23:06.1346944+00:00
0.5,37.28256,2022-11-28T10:23:06.1680256+00:00
0.5,38.04342,2022-11-28T10:23:06.2013696+00:00
0.5,38.80427,2022-11-28T10:23:06.2347136+00:00
0.5,39.56513,2022-11-28T10:23:06.2515456+00:00
0.5,40.32598,2022-11-28T10:23:06.2680448+00:00
0.5,41.84769,2022-11-28T10:23:06.2847360+00:00
0.5,42.60854,2022-11-28T10:23:06.3013888+00:00
0.5,43.3694,2022-11-28T10:23:06.3181824+00:00
0.5,44.13025,2022-11-28T10:23:06.3347328+00:00
0.5,42.60854,2022-11-28T10:23:06.4014080+00:00
0.5,41.84769,2022-11-28T10:23:06.4180864+00:00
0.5,42.60854,2022-11-28T10:23:06.4847616+00:00
0.5,43.3694,2022-11-28T10:23:06.5180928+00:00
0.5,44.13025,2022-11-28T10:23:06.6014336+00:00
0.5,44.89111,2022-11-28T10:23:06.6180992+00:00
0.5,45.65196,2022-11-28T10:23:06.6347776+00:00
0.5,46.41282,2022-11-28T10:23:06.6514432+00:00
0.5,47.17367,2022-11-28T10:23:06.6681216+00:00
0.5,47.93453,2022-11-28T10:23:06.7014656+00:00
0.5,48.69538,2022-11-28T10:23:06.7514624+00:00
0.5,49.45623,2022-11-28T10:23:06.8681472+00:00
0.5,50.21709,2022-11-28T10:23:06.9515008+00:00
0.5,50.97794,2022-11-28T10:23:07.4015744+00:00
0.5,50.21709,2022-11-28T10:23:08.5017984+00:00
0.5,49.45623,2022-11-28T10:23:08.6684800+00:00
0.5,48.69538,2022-11-28T10:23:10.7355520+00:00
0.5,47.93453,2022-11-28T10:23:10.8021888+00:00
0.5,47.17367,2022-11-28T10:23:10.8355584+00:00
0.5,47.93453,2022-11-28T10:23:10.8855296+00:00
0.5,48.69538,2022-11-28T10:23:10.9022080+00:00
0.5,49.45623,2022-11-28T10:23:10.9355520+00:00
0.5,50.21709,2022-11-28T10:23:10.9522048+00:00
0.5,50.97794,2022-11-28T10:23:10.9689088+00:00
0.5,51.7388,2022-11-28T10:23:11.0188800+00:00
0.5,52.49965,2022-11-28T10:23:11.0522240+00:00
0.5,51.7388,2022-11-28T10:23:11.1188992+00:00
0.5,52.49965,2022-11-28T10:23:11.3689600+00:00
0.5,53.26051,2022-11-28T10:23:11.5689728+00:00
0.5,54.02136,2022-11-28T10:23:11.6023296+00:00
0.5,53.26051,2022-11-28T10:23:12.7525376+00:00
0.5,52.49965,2022-11-28T10:23:12.7858688+00:00
0.5,51.7388,2022-11-28T10:23:12.8025344+00:00
0.5,50.21709,2022-11-28T10:23:12.8192128+00:00
0.5,48.69538,2022-11-28T10:23:12.8358656+00:00
0.5,46.41282,2022-11-28T10:23:12.8525440+00:00
0.5,44.89111,2022-11-28T10:23:12.8692096+00:00
0.5,43.3694,2022-11-28T10:23:12.8858752+00:00
0.5,42.60854,2022-11-28T10:23:12.9025536+00:00
0.5,41.84769,2022-11-28T10:23:12.9192320+00:00
0.5,42.60854,2022-11-28T10:23:12.9525632+00:00
0.5,43.3694,2022-11-28T10:23:12.9692288+00:00
0.5,44.89111,2022-11-28T10:23:12.9858944+00:00
0.5,46.41282,2022-11-28T10:23:13.0025600+00:00
0.5,48.69538,2022-11-28T10:23:13.0192384+00:00
0.5,50.97794,2022-11-28T10:23:13.0359040+00:00
0.5,53.26051,2022-11-28T10:23:13.0525696+00:00
0.5,54.78222,2022-11-28T10:23:13.0692480+00:00
0.5,56.30392,2022-11-28T10:23:13.0859136+00:00
0.5,55.54307,2022-11-28T10:23:13.1526016+00:00
0.5,54.78222,2022-11-28T10:23:13.1692544+00:00
0.5,55.54307,2022-11-28T10:23:13.2359424+00:00
0.5,56.30392,2022-11-28T10:23:13.2526080+00:00
0.5,57.06478,2022-11-28T10:23:13.2692736+00:00
0.5,57.82563,2022-11-28T10:23:13.2859520+00:00
0.5,59.34734,2022-11-28T10:23:13.3026176+00:00
0.5,60.1082,2022-11-28T10:23:13.3192960+00:00
0.5,60.86905,2022-11-28T10:23:13.3359616+00:00
0.5,61.62991,2022-11-28T10:23:13.3526272+00:00
0.5,62.39076,2022-11-28T10:23:13.9860608+00:00
0.5,61.62991,2022-11-28T10:23:14.3027840+00:00
0.5,60.86905,2022-11-28T10:23:14.3194624+00:00
0.5,59.34734,2022-11-28T10:23:14.3361280+00:00
0.5,58.58649,2022-11-28T10:23:14.3528192+00:00
0.5,57.06478,2022-11-28T10:23:14.3694592+00:00
0.5,56.30392,2022-11-28T10:23:14.3861376+00:00
0.5,57.06478,2022-11-28T10:23:14.4194688+00:00
0.5,57.82563,2022-11-28T10:23:14.4361472+00:00
0.5,59.34734,2022-11-28T10:23:14.4528128+00:00
0.5,60.86905,2022-11-28T10:23:14.4694784+00:00
0.5,63.15162,2022-11-28T10:23:14.4861440+00:00
0.5,64.67332,2022-11-28T10:23:14.5028224+00:00
0.5,65.43418,2022-11-28T10:23:14.5194880+00:00
0.5,64.67332,2022-11-28T10:23:14.5694976+00:00
