1 -35 0.5 0.1 0 4 49 0 2022-11-28T10:21:10.8531200+00:00 
2 35 1 0.1 0 4 49 197.510055550119 2022-11-28T10:21:21.3003776+00:00 
3 -35 1 0.1 0 4 49 145.4788492455 2022-11-28T10:21:25.4843392+00:00 
4 -35 0.5 0.1 0 4 49 45.0377721983493 2022-11-28T10:21:33.7690880+00:00 
5 -35 0.5 0.1 0 4 49 101.04259473188 2022-11-28T10:21:42.4706048+00:00 
6 -35 1 0.1 0 4 49 312.303159798313 2022-11-28T10:21:49.0716288+00:00 
7 35 0.5 0.1 0 4 49 69.5258889201505 2022-11-28T10:21:52.7889536+00:00 
8 35 0.5 0.1 0 4 49 109.153662937324 2022-11-28T10:22:03.0074624+00:00 
9 35 0.5 0.1 0 4 49 213.776396945315 2022-11-28T10:22:08.0749440+00:00 
10 35 0.5 0.1 0 4 49 97.9438676790398 2022-11-28T10:22:18.2266752+00:00 
11 35 0.5 0.1 0 4 49 266.658999990355 2022-11-28T10:22:31.4955264+00:00 
12 35 0.5 0.1 0 4 49 71.9260515454388 2022-11-28T10:22:39.4968576+00:00 
13 35 0.5 0.1 0 4 49 35.4698929448337 2022-11-28T10:22:44.6477056+00:00 
14 35 0.5 0.1 0 4 49 174.9661282699 2022-11-28T10:22:54.4160128+00:00 
15 35 0.5 0.1 0 4 49 84.4711965977846 2022-11-28T10:23:03.3842432+00:00 
16 35 0.5 0.1 0 4 49 272.431848556093 2022-11-28T10:23:18.6201728+00:00 
17 35 0.5 0.1 0 4 49 129.561585158405 2022-11-28T10:23:40.4739072+00:00 
18 -35 0.5 0.1 0 4 49 344.465946864013 2022-11-28T10:24:35.4831744+00:00 
19 -35 0.5 0.1 0 4 49 210.798475448324 2022-11-28T10:25:11.0724864+00:00 
20 -35 0.5 0.1 0 4 49 121.265528109481 2022-11-28T10:25:26.0583424+00:00 
21 35 0.5 0.1 0 4 49 252.702874459268 2022-11-28T10:25:30.3089920+00:00 
22 -35 0.5 0.1 0 4 49 174.618307716607 2022-11-28T10:25:55.5798784+00:00 
23 35 0.5 0.1 0 4 49 246.377217702866 2022-11-28T10:26:41.7209344+00:00 
24 -35 0.5 0.1 0 4 49 276.286780002892 2022-11-28T10:26:51.8059776+00:00 
25 35 0.5 0.1 0 4 49 88.6854233156825 2022-11-28T10:27:03.4080000+00:00 
26 35 0.5 0.1 0 4 49 39.2991838614879 2022-11-28T10:27:15.8768256+00:00 
27 35 0.5 0.1 0 4 49 129.614942596201 2022-11-28T10:27:27.0953472+00:00 
28 35 0.5 0.1 0 4 49 346.337582621136 2022-11-28T10:27:39.0307200+00:00 
29 -35 0.5 0.1 0 4 49 171.316799177497 2022-11-28T10:27:45.4985728+00:00 
30 -35 0.5 0.1 0 4 49 302.461376298701 2022-11-28T10:28:00.8843264+00:00 
31 35 0.5 0.1 0 4 49 186.910640147013 2022-11-28T10:28:10.9026688+00:00 
32 35 1 0.1 0 4 49 255.889021103296 2022-11-28T10:28:16.8536576+00:00 
33 35 1 0.1 0 4 49 19.1625516315979 2022-11-28T10:28:22.0712064+00:00 
34 35 0.5 0.1 0 4 49 56.8388842538381 2022-11-28T10:28:32.4562304+00:00 
35 -35 0.5 0.1 0 4 49 313.966502106508 2022-11-28T10:29:02.7780736+00:00 
36 -35 0.5 0.1 0 4 49 245.175404937267 2022-11-28T10:29:13.6632320+00:00 
37 35 0.5 0.1 0 4 49 313.01155969827 2022-11-28T10:29:20.4810496+00:00 
38 35 0.5 0.1 0 4 49 0.802008603027419 2022-11-28T10:29:27.6488832+00:00 
39 35 0.5 0.1 0 4 49 337.146388300347 2022-11-28T10:29:37.9005824+00:00 
40 -35 1 0.1 0 4 49 4.84188396346843 2022-11-28T10:29:43.7182208+00:00 
41 35 1 0.1 0 4 49 277.110528137552 2022-11-28T10:29:52.2530432+00:00 
42 35 1 0.1 0 4 49 355.534295734775 2022-11-28T10:30:00.3043328+00:00 
43 -35 1 0.1 0 4 49 339.126432819977 2022-11-28T10:30:06.9387776+00:00 
44 35 0.5 0.1 0 4 49 262.856059943519 2022-11-28T10:30:12.4230272+00:00 
45 -35 1 0.1 0 4 49 160.637292976184 2022-11-28T10:30:18.8074368+00:00 
46 -35 1 0.1 0 4 49 87.9247929591424 2022-11-28T10:30:25.4419072+00:00 
47 35 1 0.1 0 4 49 247.95012830645 2022-11-28T10:30:31.4095744+00:00 
48 35 0.5 0.1 0 4 49 305.312187975238 2022-11-28T10:30:43.1782272+00:00 
49 -35 0.5 0.1 0 4 49 190.051926108572 2022-11-28T10:30:55.0303360+00:00 
50 -35 1 0.1 0 4 49 198.40918165246 2022-11-28T10:31:00.3146368+00:00 
51 -35 1 0.1 0 4 49 202.784395929095 2022-11-28T10:31:06.0488448+00:00 
52 -35 1 0.1 0 4 49 36.3860262182075 2022-11-28T10:31:13.8501376+00:00 
53 -35 1 0.1 0 4 49 351.330642149712 2022-11-28T10:31:21.9181696+00:00 
54 35 1 0.1 0 4 49 193.444549371209 2022-11-28T10:31:30.4864896+00:00 
55 35 1 0.1 0 4 49 81.9661017762774 2022-11-28T10:31:35.9705088+00:00 
56 -35 0.5 0.1 0 4 49 69.2260777665328 2022-11-28T10:31:40.8879872+00:00 
57 35 1 0.1 0 4 49 190.654485397151 2022-11-28T10:31:46.1723136+00:00 
58 -35 1 0.1 0 4 49 327.034020026576 2022-11-28T10:32:06.5423744+00:00 
59 35 0.5 0.1 0 4 49 5.16205719166241 2022-11-28T10:32:12.4434432+00:00 
60 -35 0.5 0.1 0 4 49 100.419251177658 2022-11-28T10:32:24.0286720+00:00 
61 -35 0.5 0.1 0 4 49 252.961547383515 2022-11-28T10:32:37.8810112+00:00 
62 -35 1 0.1 0 4 49 74.7532444278255 2022-11-28T10:32:46.6324608+00:00 
63 35 1 0.1 0 4 49 141.330506532336 2022-11-28T10:32:54.5170688+00:00 
64 35 1 0.1 0 4 49 282.145743593685 2022-11-28T10:33:04.2853504+00:00 
65 35 1 0.1 0 4 49 231.402847570313 2022-11-28T10:33:17.7042688+00:00 
66 -35 0.5 0.1 0 4 49 81.6336764693729 2022-11-28T10:33:29.5062912+00:00 
67 35 0.5 0.1 0 4 49 252.377976020829 2022-11-28T10:33:40.1748480+00:00 
68 35 1 0.1 0 4 49 67.7413790560796 2022-11-28T10:33:45.5255808+00:00 
69 -35 1 0.1 0 4 49 2.66340814774097 2022-11-28T10:33:50.6264448+00:00 
70 -35 1 0.1 0 4 49 267.533510090927 2022-11-28T10:34:00.4950656+00:00 
71 35 1 0.1 0 4 49 135.09918834875 2022-11-28T10:34:06.4461056+00:00 
72 35 1 0.1 0 4 49 153.953310835544 2022-11-28T10:34:14.8977664+00:00 
73 -35 0.5 0.1 0 4 49 92.8343739156825 2022-11-28T10:34:21.6653824+00:00 
